referencia;estante;nombre;nombre_corto;iva;costo;precio
7,70259E+11;0;"BISAGRA NUDO CR 31/2 X 31/2""";"BISAGRA NUDO CR 31/2 X 31/2""";16;1666;2500
3641;0;TUBO ALARGUE LAVAPLATOS;TUBO ALARGUE LAVAPLATOS;16;838;1800
3640;0;TUBO ALARGUE LAVAMANOS;TUBO ALARGUE LAVAMANOS;16;838;1800
7,70259E+11;0;BISAGRA NUDO CP 3 1/2 X 31/2;BISAGRA NUDO CP 3 1/2 X 31/2;16;1731;2500
7,70259E+11;0;"BISAGRA OMEGA 3"" LATONADA";"BISAGRA OMEGA 3"" LATONADA";16;982;1500
7,70259E+11;0;"BISAGRA NUDO CP 21/2 X 21/2"" HIERRO";"BISAGRA NUDO CP 21/2 X 21/2"" HIERRO";16;683;1200
7,70259E+11;0;"BISAGRA COMUN 4""";"BISAGRA COMUN 4""";16;786;1300
7,70259E+11;0;"BISAGRA NUDO CP 3 X 3""";"BISAGRA NUDO CP 3 X 3""";16;1019;1900
7,70804E+11;0;COSTAL POLIPROPILENO O;COSTAL POLIPROPILENO O;16;380;800
1498;0;CADENA PLASTICA NEGRA X CMT;CADENA PLASTICA NEGRA X CMT;16;24;45
1078;0;ALMADANA HUECO 2 LIBRAS;ALMADANA HUECO 2 LIBRAS;16;4300;8000
1079;0;ALMADANA HUECO 3 LIBRAS;ALMADANA HUECO 3 LIBRAS;16;4700;8500
1075;0;ALMADANA 6 LIBRAS;ALMADANA 6 LIBRAS;16;0;26000
2905;0;PAR CABO PARA COCHE;PAR CABO PARA COCHE;16;0;23000
2897;0;PAR BOLAS VENUS # 37;PAR BOLAS VENUS # 37;16;0;23000
2902;0;PAR BOLAS VENUS # 43;PAR BOLAS VENUS # 43;16;0;0
2903;0;PAR BOLAS VENUS # 44;PAR BOLAS VENUS # 44;16;0;0
2901;0;PAR BOLAS VENUS # 41;PAR BOLAS VENUS # 41;16;0;0
2898;0;PAR BOLAS VENUS # 38;PAR BOLAS VENUS # 38;16;0;0
2899;0;PAR BOLAS VENUS # 39;PAR BOLAS VENUS # 39;16;0;0
2900;0;PAR BOLAS VENUS # 40;PAR BOLAS VENUS # 40;16;0;0
2904;0;PAR BOLAS VENUS #36;PAR BOLAS VENUS #36;16;0;0
7,7072E+11;0;FOGON TIPO ESTUFA CROMADO CONTINENTAL;FOGON TIPO ESTUFA CROMADO CONTINENTAL;16;79137;115000
7,7072E+11;0;FOGON TIPO ESTUFA BEIGE CONTINENTAL;FOGON TIPO ESTUFA BEIGE CONTINENTAL;16;79982;120000
1797;0;"CLAVO COMUN X CAJA CON CABEZA  1/2 """;"CLAVO COMUN X CAJA CON CABEZA  1/2 """;16;2000;3000
3508;0;TOMA HH;TOMA HH;16;1250;3000
3267;0;"SERRUCHO ESTANLEY LUCTADOR 22""";"SERRUCHO ESTANLEY LUCTADOR 22""";16;15150;24000
7,47752E+11;0;"SERRUCHO ESTANLEY LUCTADOR 24""";"SERRUCHO ESTANLEY LUCTADOR 24""";16;0;25000
7,47752E+11;0;"SERRUCHO ESTANLEY PROFESIONAL 26""";"SERRUCHO ESTANLEY PROFESIONAL 26""";16;0;38000
1382;0;CABLE 3 X 3  3MT;CABLE 3 X 3  3MT;16;1500;5000
1381;0;CABLE 3 X 3  1.5MT;CABLE 3 X 3  1.5MT;16;1200;3500
1380;0;CABLE 3 X 2;CABLE 3 X 2;16;0;4500
1379;0;CABLE 3 X 1;CABLE 3 X 1;16;0;5000
1378;0;CABLE 2 X 2;CABLE 2 X 2;16;1400;3000
1377;0;CABLE 2 X 1 CORTO;CABLE 2 X 1 CORTO;16;1000;2500
1465;0;CABLE VH;CABLE VH;16;1400;3000
1387;0;CABLE AUDIO;CABLE AUDIO;16;0;2500
7,47522E+11;0;"SERRUCHO ESTANLEY PROFESIONAL 22""";"SERRUCHO ESTANLEY PROFESIONAL 22""";16;0;39000
7,47752E+11;0;"SERRUCHO ESTANLEY PROFESIONAL 18""";"SERRUCHO ESTANLEY PROFESIONAL 18""";16;22081;37000
7,70299E+11;0;"BROCA ESPADA PRO SERIES  1 3/8""";"BROCA ESPADA PRO SERIES  1 3/8""";16;0;10800
7,70299E+11;0;"BROCA ESPADA DISCOVER  1""";"BROCA ESPADA DISCOVER  1""";16;5917;9000
7,70299E+11;0;"BROCA ESPADA DISCOVER 7/8""";"BROCA ESPADA DISCOVER 7/8""";16;5626;8500
7,70299E+11;0;"BROCA ESPADA DISCOVER 1 1/8""";"BROCA ESPADA DISCOVER 1 1/8""";16;7176;11000
7,70246E+11;0;"BROCA ESPADA CONTI 7/8""";"BROCA ESPADA CONTI 7/8""";16;0;3600
7,70299E+11;0;"BROCA ESPADA DISCOVER 1 1/4""";"BROCA ESPADA DISCOVER 1 1/4""";16;7200;11000
7,70299E+11;0;"BROCA ESPADA DISCOVER  3/4""";"BROCA ESPADA DISCOVER  3/4""";16;5063;7600
7,70299E+11;0;"BROCA ESPADA DISCOVER  5/8""";"BROCA ESPADA DISCOVER  5/8""";16;5302;7500
7,70299E+11;0;"BROCA ESPADA DISCOVER  3/8""";"BROCA ESPADA DISCOVER  3/8""";16;3904;6000
7,70299E+11;0;"BROCA ESPADA DISCOVER  TOOLS 5/16""";"BROCA ESPADA DISCOVER  TOOLS 5/16""";16;3776;6000
7,70299E+11;0;"BROCA ESPADA DISCOVER  TOOLS 1/4""";"BROCA ESPADA DISCOVER  TOOLS 1/4""";16;0;6000
7,47752E+11;0;"SERRUCHO ESTANLEY PROFESIONAL 24""";"SERRUCHO ESTANLEY PROFESIONAL 24""";16;0;45000
3268;0;"SERRUCHO SECURITY HUECO 16""";"SERRUCHO SECURITY HUECO 16""";16;6000;12000
3269;0;"SERRUCHO WOLFGANG HUECO 18""";"SERRUCHO WOLFGANG HUECO 18""";16;6500;12000
3270;0;"SERRUCHO WOLFGANG HUECO 22""";"SERRUCHO WOLFGANG HUECO 22""";16;7000;12000
1799;0;"CLAVO COMUN X CAJA CON CABEZA  3/4 """;"CLAVO COMUN X CAJA CON CABEZA  3/4 """;16;1890;3000
8,71194E+11;0;"SERRUCHO COSTILLA MPTOOL  12""";"SERRUCHO COSTILLA MPTOOL  12""";16;4456;8000
8,71192E+11;0;"SERRUCHO RANGER 20""";"SERRUCHO RANGER 20""";16;0;12000
1801;0;"CLAVO COMUN X CAJA CON CABEZA 1""";"CLAVO COMUN X CAJA CON CABEZA 1""";16;2312;3500
2709;0;"MANGO SEGUETA ECONOMICO 12""";"MANGO SEGUETA ECONOMICO 12""";16;3700;8000
2710;0;"MANGO SEGUETA ECONOMICO BOXER 12""";"MANGO SEGUETA ECONOMICO BOXER 12""";16;7000;12000
7,70299E+11;0;"MANGO SEGUETA DISCOVER 12""";"MANGO SEGUETA DISCOVER 12""";16;6039;10000
7,47752E+11;0;"MANGO SEGUETA ESTANLEY 12""";"MANGO SEGUETA ESTANLEY 12""";16;11590;20000
7,47752E+11;0;"MANGO SEGUETA ESTANLEY 12"" METALICO";"MANGO SEGUETA ESTANLEY 12"" METALICO";16;15124;25000
7,70616E+11;0;MANIJA VANTO GRIVAL REF 014760001;MANIJA VANTO GRIVAL REF 014760001;16;0;35000
7,70616E+11;0;BASTAGO GRIVAL REFE 014680001;BASTAGO GRIVAL REFE 014680001;16;0;16500
7,70616E+11;0;REPUESTO LAVAMONOS Y VARIOS GRIOD REF 01072;REPUESTO LAVAMONOS Y VARIOS GRIOD REF 01072;16;0;9000
7,70616E+11;0;BASTAGO GRIVAL REF 014700001;BASTAGO GRIVAL REF 014700001;16;0;22000
7,70616E+11;0;EMPAQUE Y SELLO GRIVAL REF 018693331;EMPAQUE Y SELLO GRIVAL REF 018693331;16;2850;4500
7,7072E+11;0;FOGON ABBA 2 PUESTOS;FOGON ABBA 2 PUESTOS;16;36766;48000
1129;0;ASIENTO REMOVIBLE REF 011223331;ASIENTO REMOVIBLE REF 011223331;16;0;4000
7,45301E+11;0;CHEQUEADOR DIGITAL;CHEQUEADOR DIGITAL;16;0;4500
7,70299E+11;0;UNION MANGUERA KOALA;UNION MANGUERA KOALA;16;0;3500
3243;0;RODAJA PARA BALDOSIN 18MM;RODAJA PARA BALDOSIN 18MM;16;5400;11000
3242;0;RODAJA PARA BALDOSIN 10MM;RODAJA PARA BALDOSIN 10MM;16;0;9500
7,70706E+11;0;"BROCHA GOYA 5""";"BROCHA GOYA 5""";16;13244;20000
1342;0;"BROCHA GOYA 6""";"BROCHA GOYA 6""";16;16378;23000
7,70706E+11;0;"BROCHA GOYA 3""";"BROCHA GOYA 3""";16;6229;9500
7,70706E+11;0;"BROCHA GOYA 4""";"BROCHA GOYA 4""";16;9397;13500
7,70706E+11;0;"BROCHA GOYA 2 1/2""";"BROCHA GOYA 2 1/2""";16;4816;7500
7,70706E+11;0;"BROCHA GOYA 2""";"BROCHA GOYA 2""";16;3758;6000
7,70706E+11;0;"BROCHA GOYA  1 1/2""";"BROCHA GOYA  1 1/2""";16;3253;5000
7,70706E+11;0;"BROCHA GOYA  1""";"BROCHA GOYA  1""";16;2390;3500
1341;0;"BROCHA GOYA  1/2""";"BROCHA GOYA  1/2""";16;2111;3200
3772;0;YE DE LAVADORA   METALICA;YE DE LAVADORA   METALICA;16;3300;6500
7,70342E+11;0;NIPLE DUCHA KONTIKI BIEGE;NIPLE DUCHA KONTIKI BIEGE;16;5200;10000
7,70392E+11;0;NIPLE DUCHA FAMI BLANCO;NIPLE DUCHA FAMI BLANCO;16;0;10000
1255;0;BRAZO PERA LARGO;BRAZO PERA LARGO;16;450;1500
1254;0;BRAZO PERA CORTO;BRAZO PERA CORTO;16;450;1000
7,70735E+11;0;EXTENSION IPC 8MT;EXTENSION IPC 8MT;16;9702;16000
7,70735E+11;0;EXTENSION IPC 10MT;EXTENSION IPC 10MT;16;11801;18000
2283;0;EXTENSION MAGNUN X 3 MTS CALIBRE 18;EXTENSION MAGNUN X 3 MTS CALIBRE 18;16;0;15000
1749;0;CINTA ANCHA PELIGRO X100 MT;CINTA ANCHA PELIGRO X100 MT;16;4000;9000
1744;0;CINTA  PELIGRO PEQUEÑA;CINTA  PELIGRO PEQUEÑA;16;0;5000
1803;0;"CLAVO COMUN X CAJA CON CABEZA 2""";"CLAVO COMUN X CAJA CON CABEZA 2""";16;1786;2400
8,71191E+11;0;RODAJA PARA BALDOSIN MPTOOL 1131008;RODAJA PARA BALDOSIN MPTOOL 1131008;16;5254;8500
1804;0;"CLAVO COMUN X CAJA CON CABEZA 3 1/2 """;"CLAVO COMUN X CAJA CON CABEZA 3 1/2 """;16;1702;2400
8,71191E+11;0;RODAJA SOLA GRADE 1131005;RODAJA SOLA GRADE 1131005;16;0;5000
8,71194E+11;0;GRAPA X CAJA 1000 UNI 12M  RANGER;GRAPA X CAJA 1000 UNI 12M  RANGER;16;1260;3500
8,71194E+11;0;GRAPA UYUSTOOLS 8MM CXG 108;GRAPA UYUSTOOLS 8MM CXG 108;16;1700;3500
2378;0;GRAPA PLASTICA 1/2;GRAPA PLASTICA 1/2;16;120;250
8,64932E+11;0;LAMPARA RIEL T4 6W 28CMS AZUL;LAMPARA RIEL T4 6W 28CMS AZUL;16;6201;13000
7,70435E+11;0;FOGON GAS NATURAL 2 PUESTOS HACEB;FOGON GAS NATURAL 2 PUESTOS HACEB;16;38990;50000
7,70435E+11;0;FOGON GAS PIPETA 2 PUESTOS HACEB;FOGON GAS PIPETA 2 PUESTOS HACEB;16;38990;50000
7,70435E+11;0;FOGON ELECTRICO 110V 2 PUESTOS HACEB;FOGON ELECTRICO 110V 2 PUESTOS HACEB;16;71409;92000
7,70616E+11;0;AIREADOR IMPORTADO REF 010890001 GRIVAL;AIREADOR IMPORTADO REF 010890001 GRIVAL;16;0;9000
1519;0;CAJA 8 CIRCUITOS ECONOMICA;CAJA 8 CIRCUITOS ECONOMICA;16;10000;17500
1516;0;CAJA 6 CIRCUITOS ECONOMICA;CAJA 6 CIRCUITOS ECONOMICA;16;7500;13000
1513;0;CAJA 4 CIRCUITOS ECONOMICA;CAJA 4 CIRCUITOS ECONOMICA;16;5800;12000
1509;0;CAJA 2 CIRCUITOS ECONOMICA;CAJA 2 CIRCUITOS ECONOMICA;16;4000;7500
7,70435E+11;0;FOGON ELECTRICO 1 PUESTO 110V;FOGON ELECTRICO 1 PUESTO 110V;16;40570;55000
2517;0;LAVATRATES 60 X 40;LAVATRATES 60 X 40;16;0;77000
7,70299E+11;0;INFLADORES DISCOVER;INFLADORES DISCOVER;16;12200;25000
6,95829E+11;0;INFLADOR DE PIE;INFLADOR DE PIE;16;6400;11000
4,04282E+11;0;INFLADOR MANO CORTO;INFLADOR MANO CORTO;16;0;7500
1205;0;BOMBA PARA DESTAQUEAR FINA;BOMBA PARA DESTAQUEAR FINA;16;26500;44000
7,7045E+11;0;"TIMBRE INDUSTRIAL ROJO 6""";"TIMBRE INDUSTRIAL ROJO 6""";16;10754;18000
7,7045E+11;0;"TIMBRE INDUSTRIAL ROJO 4""";"TIMBRE INDUSTRIAL ROJO 4""";16;9850;16500
7,7045E+11;0;TIMBRE DINDON VERA;TIMBRE DINDON VERA;16;7701;12000
7,7045E+11;0;TIMBRE CON PLACA VERA;TIMBRE CON PLACA VERA;16;5850;9000
3468;0;TIMBRE CAMPANA CILES;TIMBRE CAMPANA CILES;16;3729;6500
3469;0;TIMBRE DINDON CILES;TIMBRE DINDON CILES;16;4880;8000
3470;0;TIMBRE TICIANO;TIMBRE TICIANO;16;0;8000
8,71194E+11;0;"TENAZA MPTOOLS 7""";"TENAZA MPTOOLS 7""";16;5780;10000
7,45302E+11;0;BROCA SIERRA JUEGO X 5 PIEZAS;BROCA SIERRA JUEGO X 5 PIEZAS;16;7200;12000
7,7072E+11;0;FOGON PARA GASOLINA 1 PUESTO;FOGON PARA GASOLINA 1 PUESTO;16;0;76000
6,9316E+11;0;BROCA SIERRA 4 CUCHILLAS;BROCA SIERRA 4 CUCHILLAS;16;4000;7500
7,70299E+11;0;"ALICATE DISCOVER 8""";"ALICATE DISCOVER 8""";16;7808;14000
7,7045E+11;0;PASADOR EURO DE 4 GATO;PASADOR EURO DE 4 GATO;16;5015;10000
2595;0;LLAVE EXAGONA AMARILLO 10 PIEZAS PULGADA;LLAVE EXAGONA AMARILLO 10 PIEZAS PULGADA;16;0;3000
7,70209E+11;0;PILA TIPO D VARTA C/U;PILA TIPO D VARTA C/U;16;1139;2000
39800015464;0;PILA ENERGIZER ALKALINA DOBLE AA;PILA ENERGIZER ALKALINA DOBLE AA;16;1500;2250
2505;0;LAMPARA TUBO GRALUZ 40W T8 CARNICERIA;LAMPARA TUBO GRALUZ 40W T8 CARNICERIA;16;7012;12000
7,8944E+11;0;LAMPARA TUBO PHILIPS 40W;LAMPARA TUBO PHILIPS 40W;16;0;6500
2512;0;LAMPARA TUBO SILVANIA 32W T8;LAMPARA TUBO SILVANIA 32W T8;16;2972;5000
2506;0;LAMPARA TUBO GROLUZ 48W T8 CARNICERIA;LAMPARA TUBO GROLUZ 48W T8 CARNICERIA;16;0;12000
2477;0;LAMPARA ELECTRONICAT8 X 40W X 130;LAMPARA ELECTRONICAT8 X 40W X 130;16;12142;17000
2480;0;LAMPARA LUJO BESTER 2X 12W;LAMPARA LUJO BESTER 2X 12W;16;0;50000
39800014009;0;PILA ENERGIZER ALKALINA TRIPLE AAA;PILA ENERGIZER ALKALINA TRIPLE AAA;16;1500;2250
1237;0;BOTAS VENUS  N 37;BOTAS VENUS  N 37;16;16507;27000
7,70725E+11;0;PILA TRONEX ALKALINA DOBLE AA;PILA TRONEX ALKALINA DOBLE AA;16;975;1500
7,70725E+11;0;PILA TRONEX ALKALINA TRIPLE AAA;PILA TRONEX ALKALINA TRIPLE AAA;16;975;1500
7,70725E+11;0;PILA TRONEX TIPO C;PILA TRONEX TIPO C;16;1250;2000
4,8912E+11;0;PILA GP TIPO C ALKALINA;PILA GP TIPO C ALKALINA;16;2650;5000
1462;0;CABLE TIMBRE TRENZADO 2 X 22 MT;CABLE TIMBRE TRENZADO 2 X 22 MT;16;1;4
1422;0;CABLE POLARIZADO CRISTAL 2X 18 MTS;CABLE POLARIZADO CRISTAL 2X 18 MTS;16;0;550
1414;0;CABLE DUPLEX CRISTAL 2 X 16 MTS;CABLE DUPLEX CRISTAL 2 X 16 MTS;16;3;6
1388;0;CABLE BAFLE 2 X 18 MTS;CABLE BAFLE 2 X 18 MTS;16;2;5
1389;0;CABLE BAFLE 2 X 22CMT;CABLE BAFLE 2 X 22CMT;16;2;4
1442;0;CABLE SILICONADO # 12 CMS;CABLE SILICONADO # 12 CMS;16;19;35
1458;0;CABLE TELEFONO PARALELO 2 X 22 MTS;CABLE TELEFONO PARALELO 2 X 22 MTS;16;0;350
1400;0;CABLE DUPLEX 2 X 16 MTS;CABLE DUPLEX 2 X 16 MTS;16;2;6
1401;0;CABLE DUPLEX 2 X 18 MTS;CABLE DUPLEX 2 X 18 MTS;16;2;450
1459;0;CABLE TELEFONO PLANO MTS;CABLE TELEFONO PLANO MTS;16;0;500
7,70731E+11;0;CABLE RIGIDO CENTELSA BLANCO # 14 X CMTS;CABLE RIGIDO CENTELSA BLANCO # 14 X CMTS;16;6;10
7,70731E+11;0;CABLE RIGIDO CENTELSA VERDE # 14 X CMTS;CABLE RIGIDO CENTELSA VERDE # 14 X CMTS;16;6;10
7,70731E+11;0;CABLE RIGIDO CENTELSA  ROJO # 14  X METROS;CABLE RIGIDO CENTELSA  ROJO # 14  X METROS;16;6;10
7,70731E+11;0;CABLE RIGIDO CENTELSA  NEGRO # 14  X METROS;CABLE RIGIDO CENTELSA  NEGRO # 14  X METROS;16;6;10
7,70731E+11;0;CABLE RIGIDO CENTELSA AZUL # 12 X CTS;CABLE RIGIDO CENTELSA AZUL # 12 X CTS;16;8;12
7,70731E+11;0;CABLE DUPLEX CENTELSA # 12 X CMT NEGRO;CABLE DUPLEX CENTELSA # 12 X CMT NEGRO;16;21;30
7,70731E+11;0;CABLE RIGIDO CENTELSA VERDE # 10   X METROS;CABLE RIGIDO CENTELSA VERDE # 10   X METROS;16;14;22
1434;0;CABLE RIGIDO CENTELSA VERDE # 8  X METROS;CABLE RIGIDO CENTELSA VERDE # 8  X METROS;16;0;32
1398;0;CABLE DUPLEX 2 X 12 X METROS;CABLE DUPLEX 2 X 12 X METROS;16;0;1200
1399;0;CABLE DUPLEX 2 X 14;CABLE DUPLEX 2 X 14;16;0;800
1432;0;PIOLA GOLDEN TRICOLOR N 3;PIOLA GOLDEN TRICOLOR N 3;16;1;3
1438;0;CABLE RIGIDO ECONOMICO AZUL #8  X METROS;CABLE RIGIDO ECONOMICO AZUL #8  X METROS;16;0;1500
1441;0;CABLE RIGIDO ECONOMICO VERDE  #8  X METROS;CABLE RIGIDO ECONOMICO VERDE  #8  X METROS;16;0;1500
1440;0;CABLE RIGIDO ECONOMICO ROJO  #12  X METROS;CABLE RIGIDO ECONOMICO ROJO  #12  X METROS;16;0;600
1437;0;CABLE RIGIDO ECONOMICO AZUL  #12  X METROS;CABLE RIGIDO ECONOMICO AZUL  #12  X METROS;16;0;600
1439;0;CABLE RIGIDO ECONOMICO BLANCO  #10  X METROS;CABLE RIGIDO ECONOMICO BLANCO  #10  X METROS;16;0;1200
39800011398;0;PILA ENERGIZER TIPO D ALKALINA;PILA ENERGIZER TIPO D ALKALINA;16;3750;6000
7,70299E+11;0;"TIJERA HOJALATERA 8"" DISCOVER";"TIJERA HOJALATERA 8"" DISCOVER";16;0;19000
6,9316E+11;0;BROCA ESPADA JUEGO X 6 PIEZAS;BROCA ESPADA JUEGO X 6 PIEZAS;16;7000;12500
8,43836E+11;0;PILA 9V ECONOMICA;PILA 9V ECONOMICA;16;0;2000
2956;0;PILA ECONOMICA TRILE AAA DATACEL;PILA ECONOMICA TRILE AAA DATACEL;16;227;500
2954;0;PILA  ECONOMICA DOBLE AA;PILA  ECONOMICA DOBLE AA;16;275;600
4,8912E+11;0;PILA TELEFONO GP T160;PILA TELEFONO GP T160;16;9900;16000
4,8912E+11;0;PILA TELEFONO GP T107;PILA TELEFONO GP T107;16;0;10000
4,8912E+11;0;PILA TELEFONO GP T104;PILA TELEFONO GP T104;16;0;7000
7,70718E+11;0;ASIENTO SANITARIO BOCHERINE GRIS;ASIENTO SANITARIO BOCHERINE GRIS;16;0;29000
7,70616E+11;0;ASIENTO SANITARIO GRIVAL VERDE CLARO;ASIENTO SANITARIO GRIVAL VERDE CLARO;16;0;0
4,8912E+11;0;PILA TELEFONO GP T380;PILA TELEFONO GP T380;16;14500;21000
4,8912E+11;0;PILA TELEFONO GP T370;PILA TELEFONO GP T370;16;13600;19000
4,8912E+11;0;PILA TELEFONO GP T390;PILA TELEFONO GP T390;16;10700;16000
4,8912E+11;0;PILA RECARGABLE 9V GP;PILA RECARGABLE 9V GP;16;22000;34000
7,70209E+11;0;PILA RECARGABLE DOBLE AA RAYOVAC X PAR;PILA RECARGABLE DOBLE AA RAYOVAC X PAR;16;10812;18000
4,8912E+11;0;PILA RECARGABLE DOBLE AAA GP X PAR;PILA RECARGABLE DOBLE AAA GP X PAR;16;8400;18000
39800008664;0;PILA RECARGABLE  AAA ENERGEIZER X PAR;PILA RECARGABLE  AAA ENERGEIZER X PAR;16;0;19000
7,70207E+11;0;ABRELATAS IMUSA;ABRELATAS IMUSA;16;0;10000
4,8912E+11;0;PILA 9V GP ECONOMICA;PILA 9V GP ECONOMICA;16;0;3000
4,8912E+11;0;PILA GP CR123A;PILA GP CR123A;16;6000;10000
4,60586E+11;0;"TIJERA HOJALATERA ECONOMICA  8""";"TIJERA HOJALATERA ECONOMICA  8""";16;4800;7500
4,8912E+11;0;PILA MONEDA CR 2025;PILA MONEDA CR 2025;16;820;2000
4,8912E+11;0;PILA GP 23A;PILA GP 23A;16;1400;3000
4,8912E+11;0;PILA GP 27A;PILA GP 27A;16;1500;3000
7,45301E+11;0;LLAVE EXAGONA JUEGO SECURITY MILIMETROS;LLAVE EXAGONA JUEGO SECURITY MILIMETROS;16;1600;3500
1141;0;BALASTRO 2X 40;BALASTRO 2X 40;16;0;34000
7,45304E+11;0;DESTORNILLADOR 6 PIEZAS JUEGO USA;DESTORNILLADOR 6 PIEZAS JUEGO USA;16;3000;5000
6,9316E+11;0;LLAVE EXAGONA JUEGO LLAVERO X 6 PC;LLAVE EXAGONA JUEGO LLAVERO X 6 PC;16;0;9000
7,70782E+11;0;ASIENTO SANITARIO INALGRIFOS BLANCO;ASIENTO SANITARIO INALGRIFOS BLANCO;16;0;0
7,70512E+11;0;BALASTRO 2X 48;BALASTRO 2X 48;16;23262;37000
7,70512E+11;0;BALASTRO 2X 96;BALASTRO 2X 96;16;25735;38000
1140;0;BALASTRO 1X 40;BALASTRO 1X 40;16;15720;22000
1139;0;BALASTRO 1X 20;BALASTRO 1X 20;16;6890;10000
7,7072E+11;0;CIERRE REMOVIBLE MULTIPLE GRICOL;CIERRE REMOVIBLE MULTIPLE GRICOL;16;0;3600
7,70512E+11;0;BALASTRO ELECTRONICO 2 X 32 - 2 X 17 T8;BALASTRO ELECTRONICO 2 X 32 - 2 X 17 T8;16;17209;34000
7,70512E+11;0;BALASTRO ELECTRONICO 4X 32 - 4 X 17;BALASTRO ELECTRONICO 4X 32 - 4 X 17;16;21065;35000
2658;0;LLAVE VALVULA SANITARIO;LLAVE VALVULA SANITARIO;16;1400;3000
7,45302E+11;0;"TIJERA HOJALATERA 10""";"TIJERA HOJALATERA 10""";16;0;12000
7,70705E+11;0;"TIJERA HOJALATERA FORTE 10""";"TIJERA HOJALATERA FORTE 10""";16;12157;22000
7,70705E+11;0;"TIJERA HOJALATERA FORTE 8""";"TIJERA HOJALATERA FORTE 8""";16;9946;18000
6,9316E+11;0;"ALICATE UIUSTOOLS 8""";"ALICATE UIUSTOOLS 8""";16;0;10000
8,71194E+11;0;TIJERA PODADORA MP TOOLS 210MM;TIJERA PODADORA MP TOOLS 210MM;16;7944;13000
7,70691E+11;0;"TIJERA PODADORA GAVILAN 9""";"TIJERA PODADORA GAVILAN 9""";16;0;24500
8,4143E+11;0;"TIJERA PODADORA BELLOTA  9""";"TIJERA PODADORA BELLOTA  9""";16;0;25000
7,70691E+11;0;"TIJERA PODADORA GAVILAN  7""";"TIJERA PODADORA GAVILAN  7""";16;0;18000
6,9316E+11;0;BROCA JUEGO UIUSTOOLS X 9PC;BROCA JUEGO UIUSTOOLS X 9PC;16;0;12000
1233;0;BOTA CROIDON BLANCA #42;BOTA CROIDON BLANCA #42;16;0;26000
1234;0;BOTA CROIDON BLANCA #43;BOTA CROIDON BLANCA #43;16;0;26000
1235;0;BOTA CROIDON BLANCA #44;BOTA CROIDON BLANCA #44;16;0;26000
1231;0;BOTA CROIDON BLANCA #39;BOTA CROIDON BLANCA #39;16;0;26000
1230;0;BOTA CROIDON BLANCA #38;BOTA CROIDON BLANCA #38;16;0;26000
1232;0;BOTA CROIDON BLANCA #41;BOTA CROIDON BLANCA #41;16;0;26000
1229;0;BOTA CROIDON BLANCA #36;BOTA CROIDON BLANCA #36;16;0;26000
8,71192E+11;0;CASCO CONTRUCCION AMARILLO;CASCO CONTRUCCION AMARILLO;16;6200;9500
2471;0;LAMPARA DE BALASTRO 1 X 20;LAMPARA DE BALASTRO 1 X 20;16;19131;29000
2473;0;LAMPARA DE BALASTRO 2 X 20;LAMPARA DE BALASTRO 2 X 20;16;31153;50000
2472;0;LAMPARA DE BALASTRO 1 X 40;LAMPARA DE BALASTRO 1 X 40;16;23268;38500
2474;0;LAMPARA DE BALASTRO 2 X 48;LAMPARA DE BALASTRO 2 X 48;16;44684;68000
1706;0;CHASIS PARA LAMPARA 1 X 20;CHASIS PARA LAMPARA 1 X 20;16;0;5600
7,47753E+11;0;"LLAVE EXPANSION STANLEY 12""";"LLAVE EXPANSION STANLEY 12""";16;23641;36000
7,47753E+11;0;"LLAVE EXPANSION STANLEY 15""";"LLAVE EXPANSION STANLEY 15""";16;56693;80000
2657;0;"LLAVE TUBO DISCOVER 18""";"LLAVE TUBO DISCOVER 18""";16;20060;32000
2656;0;"LLAVE TUBO DISCOVER 14""";"LLAVE TUBO DISCOVER 14""";16;0;24000
3332;0;"SOPORTE PLASMA 42 A 46"" MOVIL";"SOPORTE PLASMA 42 A 46"" MOVIL";16;54000;90000
3333;0;"SOPORTE PLASMA 26 A 32"" MOVIL";"SOPORTE PLASMA 26 A 32"" MOVIL";16;0;70000
34264025677;0;CUCHILLA LICUADORA OSTER;CUCHILLA LICUADORA OSTER;16;7500;13000
6,90838E+11;0;CARGADOR DE GAS ECONOMICO SUPER FLAME 250ML;CARGADOR DE GAS ECONOMICO SUPER FLAME 250ML;16;3800;7000
7,70547E+11;0;KOLMADERA 160 GR;KOLMADERA 160 GR;16;1700;3500
7,70547E+11;0;KOLMADERA 480 GR;KOLMADERA 480 GR;16;4073;6000
7,70318E+11;0;COLBON MADERA XL 290GR;COLBON MADERA XL 290GR;16;0;3500
3,52291E+11;0;AHORRADOR LAMP 15W ESPIRAL;AHORRADOR LAMP 15W ESPIRAL;16;0;6000
7,70704E+11;0;AHORRADOR FIEL ESPIRAL 20W;AHORRADOR FIEL ESPIRAL 20W;16;0;9500
7,70205E+11;0;LAMPARA TUBO 48WT8 SILVANIA;LAMPARA TUBO 48WT8 SILVANIA;16;3911;7000
7,70704E+11;0;AHORRADOR FIEL ESPIRAL 25W;AHORRADOR FIEL ESPIRAL 25W;16;6960;12000
2476;0;LAMPARA ELECTRONICA 2X 32;LAMPARA ELECTRONICA 2X 32;16;0;63000
77472998005;0;SILICONA PISTOLA    SISTA TRANSPARENTE;SILICONA PISTOLA    SISTA TRANSPARENTE;16;4800;9000
