referencia;estante;nombre;nombre_corto;iva;costo;precio
2,43045E+11;0;PROTECTOR CANDADO GRANDE;PROTECTOR CANDADO GRANDE;16;4779;7500
2,43045E+11;0;PROTECTOR CANDADO PEQUEÑO;PROTECTOR CANDADO PEQUEÑO;16;3400;5000
2,43045E+11;0;ESCALERA  MULTIPOSICIONES PEDÑOS 12 3.54 MTS;ESCALERA  MULTIPOSICIONES PEDÑOS 12 3.54 MTS;16;253635;400000
7,47753E+11;0;"TENAZA ESTANLEY 6""";"TENAZA ESTANLEY 6""";16;0;13000
2,43045E+11;0;"TENAZA ESTANLEY 8""";"TENAZA ESTANLEY 8""";16;0;15000
2,43045E+11;0;TORNILLO ESTUFA 5/32 X 11/4;TORNILLO ESTUFA 5/32 X 11/4;16;27;100
2,43045E+11;0;CABLE RIGIDO ECONOMICO 14 AMARILLO;CABLE RIGIDO ECONOMICO 14 AMARILLO;16;0;6
2,43045E+11;0;REGULADOR TODO AZUL;REGULADOR TODO AZUL;16;6000;10000
2,43045E+11;0;MANGUERA AIRE Y COMPRESOR;MANGUERA AIRE Y COMPRESOR;16;0;45
2,43045E+11;0;CLAVO PARA SIN X 40;CLAVO PARA SIN X 40;16;2413;4000
2,43045E+11;0;CANDADO STANFORD 38MM;CANDADO STANFORD 38MM;16;3600;7000
7,70719E+11;0;DUCHA CROMADA DIRIGIBLE  110  Y 220;DUCHA CROMADA DIRIGIBLE  110  Y 220;16;51000;80000
7,50121E+11;0;PISTOLA MANGUERA TROPER PIM 5E;PISTOLA MANGUERA TROPER PIM 5E;16;9513;14500
7,45301E+11;0;CORREA PLASTICA 10 CMT  NEGRA;CORREA PLASTICA 10 CMT  NEGRA;16;9;26
2,43045E+11;0;TAPA SUICHE LEVINTON;TAPA SUICHE LEVINTON;16;150;500
34264427327;0;CUCHILLA OSTER 6 ASPAS;CUCHILLA OSTER 6 ASPAS;16;12201;21000
2,43045E+11;0;SOLDADURA ESTAÑO 1/2  250 GRAMOS;SOLDADURA ESTAÑO 1/2  250 GRAMOS;16;7000;12000
7,47753E+11;0;DESTORNILLADOR JUEGO ESTANLEY 91-539;DESTORNILLADOR JUEGO ESTANLEY 91-539;16;21332;33000
7,47753E+11;0;"TENAZA CARPINTERO 8""";"TENAZA CARPINTERO 8""";16;8993;15000
7,70604E+11;0;FIBRA MUNDIAL X 750 METROS;FIBRA MUNDIAL X 750 METROS;16;6550;11000
7,70634E+11;0;PICO PICO HERRAGRO;PICO PICO HERRAGRO;16;16000;24000
2,43045E+11;0;ARANDELA MOLINO;ARANDELA MOLINO;16;350;750
7,70702E+11;0;PEGA PVC GERFOR 1/128;PEGA PVC GERFOR 1/128;16;2434;3500
7,70256E+11;0;FUSIBLE PARA OLLA EXPRESS UNIVERSAL N2 14MM;FUSIBLE PARA OLLA EXPRESS UNIVERSAL N2 14MM;16;2624;4000
2,43045E+11;0;CORTA FRIO DISCOVER 4.5;CORTA FRIO DISCOVER 4.5;16;0;5500
8,71194E+11;0;HACHA MP TOOLS 1000G 37425;HACHA MP TOOLS 1000G 37425;16;23336;40000
2,43045E+11;0;LLAVE MIXTA N 8 ECONOMICA;LLAVE MIXTA N 8 ECONOMICA;16;0;1500
2,43045E+11;0;SOPORTE HIGIENICO FONDO HUMO;SOPORTE HIGIENICO FONDO HUMO;16;6264;10000
2,43045E+11;0;TOALLERO BARRA CRISTAL;TOALLERO BARRA CRISTAL;16;5500;11000
2,43045E+11;0;TUERCA DE SEGURDAD  5/16;TUERCA DE SEGURDAD  5/16;16;54;150
2,43045E+11;0;TUERCA DESEGURIDAD 3/8;TUERCA DESEGURIDAD 3/8;16;85;200
7,70551E+11;0;DISCO CORTE 41/2 X 1/8 METAL;DISCO CORTE 41/2 X 1/8 METAL;16;2524;4000
2,43045E+11;0;"CLAVO ACRO SIN CABEZA CAJA 1""";"CLAVO ACRO SIN CABEZA CAJA 1""";16;2993;4500
2,43045E+11;0;CLAVO ACRO SIN CABEZA CAJA 11/2;CLAVO ACRO SIN CABEZA CAJA 11/2;16;2993;4500
7,70449E+11;0;PINTULUX NEGRO 1/8;PINTULUX NEGRO 1/8;16;9808;12000
2,43045E+11;0;GANCHO ACRILICO;GANCHO ACRILICO;16;0;3500
2,43045E+11;0;VALVULA OLLA UNIVERSAL ORIGINAL;VALVULA OLLA UNIVERSAL ORIGINAL;16;8670;13000
2,43045E+11;0;COPA RACHE 1/2 X 3/8;COPA RACHE 1/2 X 3/8;16;2417;4000
2,43045E+11;0;EXTENSION RACHE 1/2 X 1/2;EXTENSION RACHE 1/2 X 1/2;16;5665;8500
2,43045E+11;0;ALMADANA 18 LIBRAS SOLA;ALMADANA 18 LIBRAS SOLA;16;0;47000
2,43045E+11;0;SOQUET VERDE;SOQUET VERDE;16;150;400
7,702E+11;0;"CINTA ENMASCARAR TESA 1"" X 25M";"CINTA ENMASCARAR TESA 1"" X 25M";16;0;2500
2,43045E+11;0;DESTORNILLADOR PALA TRANSPARENTE CHE;DESTORNILLADOR PALA TRANSPARENTE CHE;16;0;2000
2,43045E+11;0;TOMA LOZA MURO SENSILLO;TOMA LOZA MURO SENSILLO;16;0;1500
7,70279E+11;0;CEPILLO ACERO MADERA 105M;CEPILLO ACERO MADERA 105M;16;3940;6000
7,70259E+11;0;BISAGRA NUDO C P 21/2 X 21/2;BISAGRA NUDO C P 21/2 X 21/2;16;836;1500
2,43045E+11;0;CHAPA SOBREP MEGA DERECHA;CHAPA SOBREP MEGA DERECHA;16;15322;24000
2,43045E+11;0;CHAPA SOBREP SUPRA DERECHA;CHAPA SOBREP SUPRA DERECHA;16;14556;24000
2,43045E+11;0;CARGADOR GAS PEQUEÑO;CARGADOR GAS PEQUEÑO;16;1400;3000
7,89106E+11;0;CUCHILLO MUNDIAL 5627-12;CUCHILLO MUNDIAL 5627-12;16;14500;24000
7,89106E+11;0;CUCHILLO MUNDIAL 5627-14;CUCHILLO MUNDIAL 5627-14;16;24000;40000
7,89111E+11;0;CUCHILLO TRAMONTINA 24608/080;CUCHILLO TRAMONTINA 24608/080;16;18500;30000
2,43045E+11;0;ANTENA TV AIRE PEQUEÑA;ANTENA TV AIRE PEQUEÑA;16;35000;58000
2,43045E+11;0;NAVAJAS VARIAS;NAVAJAS VARIAS;16;4500;8000
2,43045E+11;0;NAVAJA PUÑAL E NEGRO;NAVAJA PUÑAL E NEGRO;16;9000;17000
2,43045E+11;0;NAVAJA PUÑAL E VERDE K  6 Y 7;NAVAJA PUÑAL E VERDE K  6 Y 7;16;3800;7500
2,43045E+11;0;NAVAJA CALABOZA Y CAIMAN;NAVAJA CALABOZA Y CAIMAN;16;3800;7000
2,43045E+11;0;NAVAJA 4 HUECOS;NAVAJA 4 HUECOS;16;1100;2500
2,43045E+11;0;NAVAJA PATECABRA;NAVAJA PATECABRA;16;1400;2500
2,43045E+11;0;NAVAJAS VARIAS;NAVAJAS VARIAS;16;5500;10000
2,43045E+11;0;NAVAJAS VARIAS;NAVAJAS VARIAS;16;2600;5000
2,43045E+11;0;NAVAJAS VARIAS;NAVAJAS VARIAS;16;0;6000
2,43045E+11;0;NAVAJAS VARIAS;NAVAJAS VARIAS;16;0;4000
2,43045E+11;0;NAVAJA EXPANCION;NAVAJA EXPANCION;16;0;19000
7,89111E+11;0;CUCHILLO TRAMONTINA 24621-082;CUCHILLO TRAMONTINA 24621-082;16;13000;25000
7,05029E+11;0;VALVULA CPLETA INDIA;VALVULA CPLETA INDIA;16;7635;12000
7,70717E+11;0;BROCHA MULTIUSO;BROCHA MULTIUSO;16;3016;5000
7,70733E+11;0;BROCHA MULTIUSO;BROCHA MULTIUSO;16;2072;3500
2,43045E+11;0;VARILLA ROSCADA  5/8;VARILLA ROSCADA  5/8;16;6330;10000
2,43045E+11;0;TORNILLO EXAGONAL 1/4 X 1/2;TORNILLO EXAGONAL 1/4 X 1/2;16;17;100
2,43045E+11;0;TIRAFONDO 1/4 X 11/4;TIRAFONDO 1/4 X 11/4;16;77;200
7,70539E+11;0;TEXTUCO;TEXTUCO;16;1486;2300
2,43045E+11;0;ESCALERA RECTA 10 P 3.05 MTS;ESCALERA RECTA 10 P 3.05 MTS;16;132240;200000
6,9316E+11;0;"TENAZA UYUSTOOLS 8""";"TENAZA UYUSTOOLS 8""";16;6000;10000
6,92174E+11;0;GUANTE PICASSO VIDRIO;GUANTE PICASSO VIDRIO;16;3000;4500
2,43045E+11;0;LAMPARA BEBE ECONOMICA;LAMPARA BEBE ECONOMICA;16;1000;3000
6,95085E+11;0;AHORRADOR OSBLACK;AHORRADOR OSBLACK;16;0;7500
9,5555E+11;0;SILICONA  OCI 70 ML;SILICONA  OCI 70 ML;16;2200;4200
2,43045E+11;0;REGILLA COLIBRI  GDE;REGILLA COLIBRI  GDE;16;700;2000
2,43045E+11;0;CHAZO ABIERTO DISCOVER;CHAZO ABIERTO DISCOVER;16;2000;3000
7,70551E+11;0;CINTA ANCHA TRANSPARENTE X 100 MTS ABRACOL;CINTA ANCHA TRANSPARENTE X 100 MTS ABRACOL;16;2700;4500
2,43045E+11;0;PLAFONCITO E12 CO ROSCA;PLAFONCITO E12 CO ROSCA;16;200;600
6,9316E+11;0;"BROCHA UYUSTOOLS 1""";"BROCHA UYUSTOOLS 1""";16;800;1400
6,9316E+11;0;"BROCA ESPADA 1"" UYUSTOOLS";"BROCA ESPADA 1"" UYUSTOOLS";16;1500;3000
6,9316E+11;0;BROCA ESPADA 7/8 UYUSTOOLS;BROCA ESPADA 7/8 UYUSTOOLS;16;1500;3500
6,9316E+11;0;BROCA ESPADA 1/2 UYUSTOOLS;BROCA ESPADA 1/2 UYUSTOOLS;16;1500;3000
7,45301E+11;0;"PELA CABLE 4"" SACO";"PELA CABLE 4"" SACO";16;2900;5000
7,70731E+11;0;CEPILLO BRILACALZADO R 80;CEPILLO BRILACALZADO R 80;16;1826;3000
7,45302E+11;0;"ALICATE WOLFGANG 8""";"ALICATE WOLFGANG 8""";16;4800;8500
2,43045E+11;0;"BISAGRA ARMILLAR 2"" CALIBRE 14";"BISAGRA ARMILLAR 2"" CALIBRE 14";16;352;700
2,43045E+11;0;LAMPARA TUBO SYLVANIA T 8 30W;LAMPARA TUBO SYLVANIA T 8 30W;16;6447;9000
7,70551E+11;0;"DISCO PULIR 9""X1/4X7/8 OMEGA";"DISCO PULIR 9""X1/4X7/8 OMEGA";16;8080;12000
2,43045E+11;0;ESTENDEDERO DE ROPA X METROS;ESTENDEDERO DE ROPA X METROS;16;2;7
7,70702E+11;0;PEGA GERFOR 1/120;PEGA GERFOR 1/120;16;0;9800
7,70634E+11;0;"CUCHILLA GUADAÑA HERRAGRO 1"" CORTA";"CUCHILLA GUADAÑA HERRAGRO 1"" CORTA";16;3197;5500
7,70691E+11;0;CUCHILLA GUADAÑA COLIMA ROJA 3/4;CUCHILLA GUADAÑA COLIMA ROJA 3/4;0;3470;5500
7,70634E+11;0;CUCHILLA GUADAÑA HERRAGRO 3/4 LARGA;CUCHILLA GUADAÑA HERRAGRO 3/4 LARGA;16;3504;5500
7,70314E+11;0;"CUCHILLA GUADAÑA POWER 1"" CORTA";"CUCHILLA GUADAÑA POWER 1"" CORTA";16;0;5500
7,70314E+11;0;CUCHILLA GUADAÑA POWER 3/4 LARGA;CUCHILLA GUADAÑA POWER 3/4 LARGA;16;3700;6000
28877491042;0;TALADRO V.V.R 5.5 AMP DEWALT;TALADRO V.V.R 5.5 AMP DEWALT;16;284000;360000
8,85911E+11;0;PULIDORA ANGULAR 10000 RPM DEWALT;PULIDORA ANGULAR 10000 RPM DEWALT;16;241982;290000
8,85911E+11;0;RUTEADORA 1.3/4 HP DEWALT;RUTEADORA 1.3/4 HP DEWALT;16;417312;480000
8,71194E+11;0;"PRENSA EN C 3"" MPTOOLS";"PRENSA EN C 3"" MPTOOLS";16;5838;10000
2,43045E+11;0;LLAVE MIXTA 7/16 ECONOMICA MPTOOLS;LLAVE MIXTA 7/16 ECONOMICA MPTOOLS;16;1160;2200
76174054293;0;GRAPA ESTANLEY 1/2 12MM;GRAPA ESTANLEY 1/2 12MM;16;6493;11000
2,43045E+11;0;LAMPARA TUBO CHEQUEADOR F6T5;LAMPARA TUBO CHEQUEADOR F6T5;16;0;3800
7,70723E+11;0;GUSANO TRIANGULAR PARA POLEA;GUSANO TRIANGULAR PARA POLEA;16;8137;13000
2,43045E+11;0;ESCALERA RECTA 8P 2.44M;ESCALERA RECTA 8P 2.44M;16;107880;160000
6,93075E+11;0;SILICONA 1200;SILICONA 1200;16;4500;7500
2,43045E+11;0;ANSUELOS #3;ANSUELOS #3;16;40;200
2,43045E+11;0;ANSUELOS #6;ANSUELOS #6;16;48;200
7,70704E+11;0;AHORRADOR ESPIRAL 45W FIEL;AHORRADOR ESPIRAL 45W FIEL;16;15444;27000
2,43045E+11;0;FUSIBLE METALICO GRANDE;FUSIBLE METALICO GRANDE;16;450;2000
2,43045E+11;0;CAUTIL IRON ZD 200C 40W;CAUTIL IRON ZD 200C 40W;16;7401;13000
7,70311E+11;0;CAUTIL TECHMAN 40W;CAUTIL TECHMAN 40W;16;8501;13500
2,43045E+11;0;DOMESTICO PINVIACRIL VINO TINTO;DOMESTICO PINVIACRIL VINO TINTO;16;2100;3500
2,43045E+11;0;JUEGO LAVES PESTILLO FT 009;JUEGO LAVES PESTILLO FT 009;16;5400;9000
2,43045E+11;0;TOMA MIRADA CHINA;TOMA MIRADA CHINA;16;3250;6000
2,43045E+11;0;CANILLA LARGA BOCHERINE;CANILLA LARGA BOCHERINE;16;0;17000
7,70323E+11;0;CANILLA LARGA GRICOL;CANILLA LARGA GRICOL;16;25086;45000
2,43045E+11;0;TORNILLO COBRE LARGO;TORNILLO COBRE LARGO;16;1800;3000
2,43045E+11;0;TORNILLO COBRE CORTO;TORNILLO COBRE CORTO;16;1600;3000
2,43045E+11;0;TUERCA BRONCE  3/16;TUERCA BRONCE  3/16;16;143;300
2,43045E+11;0;NIPLE PARA GAS;NIPLE PARA GAS;16;1800;3000
2,43045E+11;0;RAMAL VERDE X 15;RAMAL VERDE X 15;16;0;7000
2,43045E+11;0;RAMAL VERDE X 10;RAMAL VERDE X 10;16;0;6000
2,43045E+11;0;RAMAL VERDE X 7;RAMAL VERDE X 7;16;0;5000
7,70209E+11;0;LINTERNA RECARGABLE VARTA 5 LED;LINTERNA RECARGABLE VARTA 5 LED;16;9456;15000
2,43045E+11;0;TIRADERA BOTON 0169AB30;TIRADERA BOTON 0169AB30;16;0;1500
7,70299E+11;0;CABLE INICIADOR PARA BATERIA DISCOVER;CABLE INICIADOR PARA BATERIA DISCOVER;16;22936;35000
7,70299E+11;0;CRUCETA DISCOVER 13/16 X 17X19X22MM;CRUCETA DISCOVER 13/16 X 17X19X22MM;16;13908;23000
2,43045E+11;0;CRUCETA DISCOVER EXCUALISABLE 13/16X17X19X22MM;CRUCETA DISCOVER EXCUALISABLE 13/16X17X19X22MM;16;34160;60000
8,85911E+11;0;TALADRO PERCUTO DO024 DEWALT 1/2;TALADRO PERCUTO DO024 DEWALT 1/2;16;186322;245000
28875005050;0;TALADRO PERCUTOR DW 505;TALADRO PERCUTOR DW 505;16;380667;500000
2,43045E+11;0;METRO X 8 METROS;METRO X 8 METROS;16;0;12000
2,43045E+11;0;OJO MAJICO DISCOVER;OJO MAJICO DISCOVER;16;4148;7000
7,70731E+11;0;CEPILLO PARA ROPA GRANDE REF 167;CEPILLO PARA ROPA GRANDE REF 167;16;3202;5000
2,43045E+11;0;COMBO LAVAPLATOS ACERO 1X50;COMBO LAVAPLATOS ACERO 1X50;16;105565;140000
2,43045E+11;0;COMBO LAVAPLATOS ACERO 62X48;COMBO LAVAPLATOS ACERO 62X48;16;72125;100000
2,43045E+11;0;CODAL ALUMINIO 3X1;CODAL ALUMINIO 3X1;16;80;130
4,8912E+11;0;PILA TELEFONO GP 154;PILA TELEFONO GP 154;16;5500;8500
2,43045E+11;0;LAPIZ ROJO AZUL;LAPIZ ROJO AZUL;16;0;1000
2,43045E+11;0;PIOLA TODOTERRENO X METROS;PIOLA TODOTERRENO X METROS;16;18;100
7,75031E+11;0;ABRELATA ECONOMICO 1021;ABRELATA ECONOMICO 1021;16;3533;5600
7,70314E+11;0;PELA PAPAS VERTICAL 414904;PELA PAPAS VERTICAL 414904;16;4436;7000
7,70314E+11;0;PELA PAPAS HORIZONTAL;PELA PAPAS HORIZONTAL;16;4829;7500
8,71194E+11;0;"ESPATULA MPTOOLS M MADERA 3""";"ESPATULA MPTOOLS M MADERA 3""";16;2419;3800
8,71194E+11;0;CEPILLO ALAMBRE BRONCE MPTOOLS 74478;CEPILLO ALAMBRE BRONCE MPTOOLS 74478;16;1546;2800
2,43045E+11;0;ACEITERA MPTOOLS 350CC;ACEITERA MPTOOLS 350CC;16;4977;10000
8,71191E+11;0;LIENZA MPTOOLS 20 MTS;LIENZA MPTOOLS 20 MTS;16;10597;17000
8,71192E+11;0;TAPA BOCAS RESPIRADOR DOBLE;TAPA BOCAS RESPIRADOR DOBLE;16;5494;9500
8,71192E+11;0;CARETA CON MALLA RANGER;CARETA CON MALLA RANGER;16;11236;20000
2,43045E+11;0;PINTURA BLANCO LILA;PINTURA BLANCO LILA;16;19620;28500
2,43045E+11;0;ARENA;ARENA;16;0;700
8,41173E+11;0;SILICONA QUILOSA;SILICONA QUILOSA;16;3300;5000
2,43045E+11;0;LAMPARA ELECTRONICA 1X40 ELECTROH;LAMPARA ELECTRONICA 1X40 ELECTROH;16;12184;18000
7,70515E+11;0;CAJA HERRAMIENTAS #14  RIMAX;CAJA HERRAMIENTAS #14  RIMAX;16;18321;28000
7,7049E+11;0;CEPILLO ANTO 35456;CEPILLO ANTO 35456;16;1882;3500
7,45305E+11;0;LINTERNA RECARGABLE SONIVOX 651L;LINTERNA RECARGABLE SONIVOX 651L;16;4000;7000
6,94221E+11;0;LINTERNA RECARGABLE LED SL 024;LINTERNA RECARGABLE LED SL 024;16;3000;5000
2,43045E+11;0;LINTERNA RECARGABLE SL 001;LINTERNA RECARGABLE SL 001;16;5500;10000
7,45305E+11;0;LINTERNA RECARGABLE 283;LINTERNA RECARGABLE 283;16;3800;6000
7,45305E+11;0;LINTERNA MINERA LT 328;LINTERNA MINERA LT 328;16;6000;10000
7,45305E+11;0;LINTERNA 714;LINTERNA 714;16;3800;6000
2,43045E+11;0;NAVAJA DOBLE;NAVAJA DOBLE;16;7000;14000
6,9316E+11;0;DESTORNILLADOR UYUSTOOLS NARANJA;DESTORNILLADOR UYUSTOOLS NARANJA;16;1700;3000
7,45301E+11;0;DESTONILLADOR JUEGO COPA NARANJA 51158;DESTONILLADOR JUEGO COPA NARANJA 51158;16;6700;12000
2,43045E+11;0;SUICHE CODILLO 2 TORNILLOS;SUICHE CODILLO 2 TORNILLOS;16;1000;3000
2,43045E+11;0;CABLE PARA PILA 9V;CABLE PARA PILA 9V;16;251;1000
2,43045E+11;0;SUICHE CODILLO CON PATA;SUICHE CODILLO CON PATA;16;2200;3500
7,45302E+11;0;PINZA DENTADA 4.5;PINZA DENTADA 4.5;16;2500;5000
6,98702E+11;0;RACHE DIESEL 3/8;RACHE DIESEL 3/8;16;4600;8000
6,91012E+11;0;CANDADO HECHI 63MM;CANDADO HECHI 63MM;16;3300;8500
6,98702E+11;0;MARTILLO DISEL 23MM;MARTILLO DISEL 23MM;16;5500;9500
7,70222E+11;0;VALVULA DE REGULACION DOBLE DICOL;VALVULA DE REGULACION DOBLE DICOL;16;7710;12000
8,22312E+11;0;AEROSOL NEGRO METALIZADO;AEROSOL NEGRO METALIZADO;16;6000;8000
6,98666E+11;0;MULTITOMA GLOBAL X 3 MTS;MULTITOMA GLOBAL X 3 MTS;16;9500;18000
2,43045E+11;0;CUCHILLA DOBLE ANDES 30 AMP;CUCHILLA DOBLE ANDES 30 AMP;16;6101;10000
2,43045E+11;0;LAPIZ ROJO CHINO;LAPIZ ROJO CHINO;16;190;1000
2,43045E+11;0;CINTA TRANSPARENTE VERDOSA X 100MT;CINTA TRANSPARENTE VERDOSA X 100MT;16;2200;3500
2,43045E+11;0;VALVULA SALIDA GRIVAL 32;VALVULA SALIDA GRIVAL 32;16;0;18500
7,82867E+11;0;CORTA PICO X 6 ELECTROH;CORTA PICO X 6 ELECTROH;16;4800;8000
2,43045E+11;0;SOQUET LAMPARA 32.30;SOQUET LAMPARA 32.30;16;370;1000
2,43045E+11;0;GRANOS VARIOS X KILO;GRANOS VARIOS X KILO;16;180;1000
7,70227E+11;0;SILICONA NEGRA SINTECO 50ML;SILICONA NEGRA SINTECO 50ML;16;2243;4000
2,43045E+11;0;PORTA PILA 9V;PORTA PILA 9V;16;281;1000
2,43045E+11;0;HACHUELA MULTIUSOS 1517;HACHUELA MULTIUSOS 1517;16;25884;37000
2,43045E+11;0;"BISAGRA COMUN 2"" HIERRO";"BISAGRA COMUN 2"" HIERRO";16;266;500
2,43045E+11;0;PALA HERRAGRO CON CABO N 2;PALA HERRAGRO CON CABO N 2;16;11045;18000
2,43045E+11;0;PALA HERRAGRO CON CABO N 4;PALA HERRAGRO CON CABO N 4;16;12569;19000
7,70436E+11;0;CANDADO 870 YALE /CERRACOL;CANDADO 870 YALE /CERRACOL;16;31141;48000
2,43045E+11;0;TORNILLO 5/32 ROSCA FINA 1 1/2;TORNILLO 5/32 ROSCA FINA 1 1/2;16;34;100
2,43045E+11;0;"TORNILLO 5/32 ROSCA FINA 2""";"TORNILLO 5/32 ROSCA FINA 2""";16;34;150
2,43045E+11;0;MALLA POLLO OJO 1 1/4X 1.20MTS;MALLA POLLO OJO 1 1/4X 1.20MTS;16;13;35
2,43045E+11;0;"TORNILLO PARAGUA  3/8 X 7""";"TORNILLO PARAGUA  3/8 X 7""";16;529;1100
2,43045E+11;0;"TORNILLO PARAGUA  3/8 X 8""";"TORNILLO PARAGUA  3/8 X 8""";16;947;1700
2,43045E+11;0;CUBETA PARA PINTAR SOLA;CUBETA PARA PINTAR SOLA;16;3289;6000
2,43045E+11;0;TORNILLO 5/32 ROSCA FINA 11/4;TORNILLO 5/32 ROSCA FINA 11/4;16;28;100
2,43045E+11;0;TOMA LEVINTON CAJA BLANCO;TOMA LEVINTON CAJA BLANCO;16;2051;3500
2,43045E+11;0;TAPA TOMA LEVINTON BLANCA;TAPA TOMA LEVINTON BLANCA;16;218;500
7,50189E+11;0;CORTADORA BALDOSA .60 ROTTER;CORTADORA BALDOSA .60 ROTTER;16;70358;110000
7,70731E+11;0;CEPILLO EMBETUNAR OSBE MEDIANO REF 82;CEPILLO EMBETUNAR OSBE MEDIANO REF 82;16;1802;3000
7,70209E+11;0;LINTERNA RECARGABLE 120VF;LINTERNA RECARGABLE 120VF;16;16699;27000
2,43045E+11;0;ACIDO MURIATICO GALON ACILIM;ACIDO MURIATICO GALON ACILIM;16;4201;7000
2,43045E+11;0;ACIDO MURIATICO GARRAFA ACILIM;ACIDO MURIATICO GARRAFA ACILIM;16;2401;4000
7,70244E+11;0;RECOLECTOR COSECHAS;RECOLECTOR COSECHAS;16;0;10000
2,43045E+11;0;LINTERNA RECARGABLE SL 021;LINTERNA RECARGABLE SL 021;16;0;12000
7,707E+11;0;ALCAYATA PARA EMPOTRAR HAMACA;ALCAYATA PARA EMPOTRAR HAMACA;16;11500;20000
7,89106E+11;0;CUCHILLA MUNDIAL 5627-10;CUCHILLA MUNDIAL 5627-10;16;13000;22000
2,43045E+11;0;AHORRADOR COLOR NIPPON 20W VERDE;AHORRADOR COLOR NIPPON 20W VERDE;16;9101;16000
2,43045E+11;0;AHORRADOR COLOR NIPPON 20W ROJO;AHORRADOR COLOR NIPPON 20W ROJO;16;9101;16000
2,43045E+11;0;AHORRADOR COLOR NIPPON 20W AZUL;AHORRADOR COLOR NIPPON 20W AZUL;16;9101;16000
2,43045E+11;0;LAMPARA RIEL T4 6 W  CMS BLANCA;LAMPARA RIEL T4 6 W  CMS BLANCA;16;6201;13000
2,43045E+11;0;EXTENSION IPC 7.50 Y/O 25 PIES;EXTENSION IPC 7.50 Y/O 25 PIES;16;5701;13000
2,43045E+11;0;JUEGO LLAVES  HECHI MILIMETRICO HECHI;JUEGO LLAVES  HECHI MILIMETRICO HECHI;16;38000;60000
2,43045E+11;0;MADEJA PITA 60;MADEJA PITA 60;16;1400;3500
6,9316E+11;0;JUEGO BROCAS BERBIQUI X 3 BCM301;JUEGO BROCAS BERBIQUI X 3 BCM301;16;11500;20000
7,453E+11;0;SILICONA MERLETO 100ML;SILICONA MERLETO 100ML;16;1700;3400
2,43045E+11;0;AHORRADOR ESPIRAL FIEL LUZ AMARILLA 27W;AHORRADOR ESPIRAL FIEL LUZ AMARILLA 27W;16;6000;11500
2,43045E+11;0;AHORRADOR ESPIRAL FIEL LUZ AMARILLA 13W;AHORRADOR ESPIRAL FIEL LUZ AMARILLA 13W;16;4711;7500
7,70726E+11;0;MATAGEN 480CC;MATAGEN 480CC;16;2899;4500
7,70691E+11;0;AZADON COLIMA N 2;AZADON COLIMA N 2;16;12648;19000
33923010832;0;MOSQUETON DORADO ESTANLEY 645018;MOSQUETON DORADO ESTANLEY 645018;16;3213;5500
7,70701E+11;0;CHAPA PALANCA ALCOBA ESLAGEN;CHAPA PALANCA ALCOBA ESLAGEN;16;31505;45000
2,43045E+11;0;CHUPA CAFETERA;CHUPA CAFETERA;16;1000;2000
2,43045E+11;0;RESORTE CHUPA CAFETERA;RESORTE CHUPA CAFETERA;16;1000;2000
2,43045E+11;0;"PIE REY DISCOVER 150MMX0.05  /6""X 1/128""";"PIE REY DISCOVER 150MMX0.05  /6""X 1/128""";16;15250;25000
7,70383E+11;0;FIBRA KIRAMAR X 750MTS;FIBRA KIRAMAR X 750MTS;16;6443;10000
2,43045E+11;0;REPISA CHAMPUSERA GENERICA;REPISA CHAMPUSERA GENERICA;16;4500;9500
2,43045E+11;0;REPISA CEPILLERO GENERICO;REPISA CEPILLERO GENERICO;16;3500;7500
7,70299E+11;0;PIE DE REY KOALA;PIE DE REY KOALA;16;0;35000
34411005637;0;PISTOLA MANGUERA GILMOUR;PISTOLA MANGUERA GILMOUR;16;13456;25000
2,43045E+11;0;REFLECTOR HALOGENO 150W;REFLECTOR HALOGENO 150W;16;12301;20000
2,43045E+11;0;REFLECTOR HALOGENO LAMPARA;REFLECTOR HALOGENO LAMPARA;16;19821;30000
2,43045E+11;0;COMPRESOR 2.5HP 25LTS MASSO;COMPRESOR 2.5HP 25LTS MASSO;16;310880;450000
8,71194E+11;0;CEPILLO MPTOOLS 74456;CEPILLO MPTOOLS 74456;16;839;2000
8,71194E+11;0;CEPILLO MPTOOLS 74473;CEPILLO MPTOOLS 74473;16;1200;2500
2,43045E+11;0;CORTADORA BALDOSA  MPTOOLS 1131002;CORTADORA BALDOSA  MPTOOLS 1131002;16;62556;110000
2,43045E+11;0;DUCHA LORENZITE 110;DUCHA LORENZITE 110;16;0;10000
8,71192E+11;0;PINZA PUNTA AGUJA  MPTOOLS 2005227;PINZA PUNTA AGUJA  MPTOOLS 2005227;16;2983;5000
8,71192E+11;0;PINCELES MPTOOLS X 5 PZ;PINCELES MPTOOLS X 5 PZ;16;1400;2500
8,71192E+11;0;FAJA RANGER M;FAJA RANGER M;16;16380;27000
2,43045E+11;0;COMBO LAVAPLATOS ECERO 2 HUECOS CON MEZCLADOR;COMBO LAVAPLATOS ECERO 2 HUECOS CON MEZCLADOR;16;93177;130000
7,70216E+11;0;AEROSOL ORO 18 KILATES 16 ONZAS;AEROSOL ORO 18 KILATES 16 ONZAS;16;11643;17000
2,43045E+11;0;EXTENSION 2X12X  3 MTS;EXTENSION 2X12X  3 MTS;16;0;20000
2,43045E+11;0;CADENA PLASTICA BLANCA X CTMS;CADENA PLASTICA BLANCA X CTMS;16;24;45
